,strain,cluster,in_ocs,lean,sweet,strawberry,earthy,blue cheese,sage,honey,rose,tree fruit,violet,coffee,pear,spicy/herbal,tropical,pungent,tea,apricot,mint,pepper,flowery,ammonia,blueberry,berry,chemical,pine,woody,lime,plum,nutty,citrus,orange,mango,diesel,lemon,pineapple,apple,grape,menthol,chestnut,skunk,grapefruit,peach,butter,lavender,tar,tobacco,vanilla,focused,inflammation,dizzy,energetic,lack of appetite,happy,creative,muscle spasms,sleepy,stress,tingly,aroused,anxious,nausea,fatigue,cramps,uplifted,headache,talkative,paranoid,hungry,giggle,depression,relaxed,pain,seizures,euphoric,spasticity,eye pressure,headaches,insomnia,dry eyes,dry mouth,thc_scaled,strain_type,rating (scaled),Rating,NumReviews,Strain_description,THC,sweet_S,strawberry_S,earthy_S,blue cheese_S,sage_S,honey_S,rose_S,tree fruit_S,violet_S,coffee_S,pear_S,spicy/herbal_S,tropical_S,pungent_S,tea_S,apricot_S,mint_S,pepper_S,flowery_S,ammonia_S,blueberry_S,berry_S,chemical_S,pine_S,woody_S,lime_S,plum_S,nutty_S,citrus_S,orange_S,mango_S,diesel_S,lemon_S,pineapple_S,apple_S,grape_S,menthol_S,chestnut_S,skunk_S,grapefruit_S,peach_S,butter_S,lavender_S,tar_S,tobacco_S,vanilla_S,focused_S,inflammation_S,dizzy_S,energetic_S,lack of appetite_S,happy_S,creative_S,muscle spasms_S,sleepy_S,stress_S,tingly_S,aroused_S,anxious_S,nausea_S,fatigue_S,cramps_S,uplifted_S,headache_S,talkative_S,paranoid_S,hungry_S,giggle_S,depression_S,relaxed_S,pain_S,seizures_S,euphoric_S,spasticity_S,eye pressure_S,headaches_S,insomnia_S,dry eyes_S,dry mouth_S
1011,Jasmine,2,0,0.7,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0.714285714,0.959183673,,,0.93877551,1,,,,0.857142857,,,,,,,,0.857142857,0.714285714,1,0.571428571,,1,,,,,1,,,indica,0.923076923,4.692307692,13,"Jasmine, or Yasmin, is a 70/30 indica-dominant hybrid bred by the Israeli medical cannabis supplier Tikun Olam. Though originally developed to treat sleep disorders, patients also discovered its success in combating nausea, inflammation, pain, and indigestion.",,,,,,,,0.001666667,,,,,,,,,,,,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,0.001666667,,,,,,,,0.001190476,0.001598639,,,0.001564626,0.001666667,,,,0.001428571,,,,,,,,0.001428571,0.001190476,0.001666667,0.000952381,,0.001666667,,,,,0.001666667,
1012,Jawa Pie,1,0,0.82,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0.846153846,0.057142857,,,,0.566371681,,0.654867257,1,0.345132743,,,0.846153846,,0.897435897,,0.057142857,,0.114285714,0.345132743,,,1,1,,,,,,,1,0.342857143,,indica,0.897727273,4.590909091,22,"Jawa Pie is a sumptuously minty cut by Ocean Grown Seeds. This indica achieves its unique bouquet of shortbread, lime, and menthol by combining CookieFam's Key Lime Pie with Ocean Grown's own Alien Rift. The heavy combination anchors the consumer to the couch with weighted limbs and stoney sedation, making this an ideal end-of-the-day strain. Utilize Jawa Pie to mute stress, anxiety, and physical pain.",,0.001666667,,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001666667,,,,,,,,,0.001410256,9.52E-05,,,,0.000943953,,0.001091445,0.001666667,0.000575221,,,0.001410256,,0.001495726,,9.52E-05,,0.000190476,0.000575221,,,0.001666667,0.001666667,,,,,,,0.001666667,0.000571429
1013,Jazz,0,0,0.5,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.142857143,,,0.93220339,0.559322034,,,1,,,0.142857143,,0.344827586,,1,0.071428571,,,,,0.655172414,0.796610169,0.896551724,,0.830508475,,,,0.724137931,0.214285714,1,0.803921569,hybrid,0.836538462,4.346153846,24,"Jazz is the mysterious combination of a Mexican landrace from Oaxaca and an Iranian landrace indica. Even with its hot heritage, gardeners consistently note how well this strain grows in colder climates. Expect notes of hash and pepper on the palate that translate to a full-bodied smoke or vapor when combusted. When grown indoors, this strain has been known to reach 3 to 4 feet tall, but when planted outdoors, this plant shoots upwards, reaching nearly 6 feet in height.",25,,,,,,,,,,,,,,,,,,0.000906618,0.000906618,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,0.000129517,,,0.000845153,0.000507092,,,0.000906618,,,0.000129517,,0.000312627,,0.000906618,6.48E-05,,,,,0.000593991,0.000722221,0.00081283,,0.000752954,,,,0.000656517,0.000194275,0.000906618
1014,Jean Guy,0,0,0.5,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,0.527069834,,0.427887174,0.771634269,0.746789435,0.58488121,0.839812815,,,0.720862612,,,0.172077346,,1,,1,,,0.198687245,,,0.852192876,,0.622728374,,,,,,,0.785346816,1,0.607843137,hybrid,0.860887097,4.443548387,254,"Jean Guy, said to be a phenotype of White Widow, is a hybrid from Canada with intensely cerebral effects and a sour citrus smell. Frosted dark green leaves hide pastel buds loaded with golden crystal trichomes. Hints of lemon and pine come through in Jean Guy's flavor, providing a gentle launch into jolting sativa effects. Its energizing and uplifting qualities makes Jean Guy a perfect strain to start the day with, although scattered and distracting thoughts may interfere with productivity. Jean Guy is a reputable source of relief for fibromyalgia and cancer symptoms, but patients prone to anxiety may want to dose with caution due to its typically high THC content.",19,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,0.000906618,,,,0.000906618,,,,,,,,,,,,,,,,,,0.000477851,,0.00038793,0.000699578,0.000677053,0.000530264,0.00076139,,,0.000653547,,,0.000156008,,0.000906618,,0.000906618,,,0.000180133,,,0.000772614,,0.000564577,,,,,,,0.00071201,0.000906618
1015,Jedi Kush,1,0,1,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0.559307105,,0.445844156,0.568481695,,,0.610667162,1,,,0.116559014,,,,,0.151790957,,,0.450102211,,0.559350649,1,0.645974026,,0.63296785,,,,0.511688312,0.839401057,1,0.77124183,indica,0.878311258,4.513245033,307,"Cali Connection's Jedi Kush brings together the forces of Death Star and SFV OG Kush, an indica alliance that will awaken both mind and body. Jedi Kush's timid aroma isn't fully realized until a bud is cracked open, releasing a complex fusion of sour skunk and tangy diesel. Dreamy euphoria blankets the mind, a sensation that builds over time into bolting cerebral energy that's unexpected from our indicas. This lethargy-free strain is a great way for patients to get a powerful dose of cannabinoids during the day while treating ailments like pain, PTSD, depression, stress, headaches, and appetite loss. Jedi plants show resilience in outdoor gardens but also thrive indoors with a flowering time of 8 to 9 weeks.",24,,,0.001666667,,,,,,,,,,,,,,,,,,,,,0.001666667,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,0.000932179,,0.000743074,0.000947469,,,0.001017779,0.001666667,,,0.000194265,,,,,0.000252985,,,0.00075017,,0.000932251,0.001666667,0.001076623,,0.001054946,,,,0.000852814,0.001399002,0.001666667
1016,Jelly Roll,2,0,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,0.444444444,,,1,0.684210526,,,,0.368421053,,0.315789474,0.333333333,,0.333333333,1,,,,0.833333333,,,,,,0.315789474,1,1,,,indica,0.916666667,4.666666667,9,"Jelly Roll is a sweet treat crafted by Colorado Seed Inc. to show off their wonderful Jellyroll (God Bud x Grapefruit) crossed against their yield powerhouse, Gupta Kush. With delicious grape and anise aromas brought by the Jelly Roll #7, Jelly Roll emanates a rich odor that will fill the room. Use this indica for a long lasting, mid-level body high driven by a heady energy many would describe as meditative.",,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001666667,,,,0.001666667,,,,,,,,,,,,0.000740741,,,0.001666667,0.001140351,,,,0.000614035,,0.000526316,0.000555556,,0.000555556,0.001666667,,,,0.001388889,,,,,,0.000526316,0.001666667,0.001666667,
1017,Jenni,2,0,0,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,0.333333333,,,0.5,,,,,,,0.333333333,,,,,,0.5,0.666666667,1,,1,,,0.5,,,,0.248366013,sativa,0.958333333,4.833333333,5,"Jenni is a lightweight sativa strain grown by Peace Naturals Project Inc. in Canada. A sweet fruity aroma emanates from Jenni's pointed buds, providing a flavorful precursor to this strain's soothing, clear-headed effects. With a modest THC level that typically reaches just 10%, Jenni allows you to remain functional and productive throughout the day. These easy-to-manage effects makes Jenni a great choice for novice consumers who need to treat aches, pains, and other symptoms without the anxiety that often comes with too much THC.",8,0.00234192,,,,,,,0.00234192,,,,,,,,,,,,,,0.00234192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00117096,0.00234192,0.00078064,,,0.00117096,,,,,,,0.00078064,,,,,,0.00117096,0.00156128,0.00234192,,0.00234192,,,0.00117096,,,
1018,Jenny Kush,0,0,0.253337267,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,0.010104722,,0.627778721,0.891872957,0.713801962,,,0.870863737,,,,0.737654845,,,0.62114666,0.010104722,,0.010104722,0.704752452,,0.5546411,1,1,,,,,,,0.10380305,1,0.607843137,sativa,0.9,4.6,80,"Jenny Kush is a hybrid cannabis strain named in memory of Jenny Monson, a cannabis activist who passed away in 2013. The strain was originally bred by Rare Dankness Seeds with all proceeds going toward the Jenny Kush Foundation, a charity established to help support her children. This hybrid introduces herself with a sweet earthy aroma cut with the sharp zesty sweetness of citrus and lemon. Amnesia Haze and Rare Dankness #2 are believed to have parented Jenny Kush, giving this strain a balance of sativa and indica effects. Providing soothing relaxation with an uplifting burst, Jenny Kush is suitable for use any time of the day.",19,0.00234192,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00234192,0.00234192,,,,,,,,,,,,,,,,,,,,2.37E-05,,0.001470208,0.002088695,0.001671667,,,0.002039494,,,,0.001727529,,,0.001454676,2.37E-05,,2.37E-05,0.001650474,,0.001298925,0.00234192,0.00234192,,,,,,,0.000243098,0.00234192
1019,Jesse's Girl,2,0,0.81,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.792682927,,,,0.707070707,,,,1,,0.171717172,,0.731707317,,,0.292929293,,,,,,0.87804878,0.878787879,0.731707317,,1,,,,,1,,,indica,0.944444444,4.777777778,9,"Jesse's Girl by Peak Organics is the handcrafted indica-dominant cross of Black Cherry Kush and Purple OG. This heavy hitter exhibits dense purple buds that frost over with trichomes as the plant matures. Jesse's Girl lets off a complex autumnal odor that contains hints of oak, spiced fruit, toasted nut, and earth. Enjoy this strain to help relieve stress and fatigue throughout the day.",,0.001666667,,,,,,,,,,,,,0.001666667,,,,,,,,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,,,0.001321138,,,,0.001178451,,,,0.001666667,,0.000286195,,0.001219512,,,0.000488215,,,,,,0.001463415,0.001464646,0.001219512,,0.001666667,,,,,0.001666667,
1020,Jesus,0,0,0.59,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,0.116212339,0.974576271,,,0.902119072,,,0.759838547,0.268292683,,,0.974576271,,,,0.810292634,,,,,,0.962697274,1,0.327116212,,0.881937437,,,,1,0.966101695,1,,hybrid,0.892857143,4.571428571,47,"Jesus, not to be confused with Jesus OG, is a Seattle staple grown by Solstice. This hybrid is a cross between White Widow and Blue Dynamite, a combination that gives rise to pungent, resin-loaded buds that smell of sweet lemon and herbs. Its cerebrally-focused effects give way to happy moods and outbursts of giggles, with soothing full-body relaxation trailing close behind.",,,,0.000906618,,,,,,,,,,,,,,,,,,,,,0.000906618,,,,,0.000906618,,,,,,,,,,,,,,,,,,,0.00010536,0.000883569,,,0.000817878,,,0.000688884,0.000243239,,,0.000883569,,,,0.000734626,,,,,,0.000872799,0.000906618,0.00029657,,0.000799581,,,,0.000906618,0.000875885,0.000906618
1021,Jesus OG,0,0,0.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,0.553269519,,0.125672298,,,0.7838097,,0.680553241,,1,,,0.18578138,0.702149642,,,0.664855408,,,0.073744413,,,0.997700383,1,0.925612398,,0.774119745,,,,,0.68309219,1,0.624183007,hybrid,0.889855072,4.55942029,347,"Jesus OG was bred by TGA Subcool Seeds as the not-so-immaculate conception of Hell's OG and Jack the Ripper (talk about an  unholy  parentage). Jesus OG proves to be a godsend for growers and produces tall plants and heavy yields. Users enjoy the lemony kush aroma of this indica-dominant cross, along with heavy effects that relax the body while leaving the mind functional and clear.",19.5,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,0.000906618,,,,0.000906618,,,,,,,,,,,,,,0.000501604,,0.000113937,,,0.000710616,,0.000617002,,0.000906618,,,0.000168433,0.000636582,,,0.00060277,,,6.69E-05,,,0.000904533,0.000906618,0.000839177,,0.000701831,,,,,0.000619304,0.000906618
1022,Jet Fuel,3,0,0.5,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0.127679215,,,1,0.669779966,,,0.914767315,,,0.061272177,,0.582872735,,0.848746111,,,0.045406029,,,1,0.82803878,0.619528656,,0.752967088,,,0.444407967,,0.457211885,1,0.493464052,hybrid,0.892857143,4.571428571,366,"Jet Fuel, also known as G6, from 303 Seeds is the ultimate cross of some of the most renowned Diesel strains. By combining Aspen OG with High Country Diesel, we are left with a sativa-driven hybrid that stays true to the influence of SFV OG Kush and East Coast Sour Diesel in its lineage. The name Jet Fuel isn't purely devoted to the sweet, pungent aroma of diesel fumes that this strain exudes, but also the high-energy jolt of uplifting sativa effects that eventually level off to provide a dream-like state of relaxation.",15.5,,,0.000906618,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,0.000115756,,,0.000906618,0.000607235,,,0.000829345,,,5.56E-05,,0.000528443,,0.000769489,,,4.12E-05,,,0.000906618,0.000750715,0.000561676,,0.000682654,,,0.000402908,,0.000414517,0.000906618
1023,Jillybean,0,0,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,0.185082652,0.5884521,,1,,,,1,,,0.329952783,0.363419712,0.402256901,,0.97843104,,,0.201587593,,,0.966979777,0.871433096,0.557176722,,0.834091993,,,,,0.257301664,1,0.468954248,hybrid,0.820046893,4.280187573,864,"Jillybean from MzJill Genetics is described as being an upbeat and happy hybrid, with flavors of tangy orange and mango. This strain is a top choice for creative minds and social butterflies looking for unencumbered euphoria during daytime hours. Bred by crossing Orange Velvet and Space Queen, Jillybean often expresses herself in deep hues of maroon on the leaves.",14.75,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000906618,0.000906618,,,,,,,,,,,,,,,,,,,0.000167799,0.000533501,,0.000906618,,,,0.000906618,,,0.000299141,0.000329483,0.000364693,,0.000887063,,,0.000182763,,,0.000876682,0.000790057,0.000505147,,0.000756203,,,,,0.000233274,0.000906618
1024,Jimi Hendrix,0,0,0.5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.333333333,0.444444444,1,0.666666667,1,,,1,,,0.333333333,,,0.5,0.888888889,,,,,,0.75,,,,0.777777778,,,0.75,,,1,0.509803922,hybrid,0.923913043,4.695652174,17,"There are many genetic combinations that fall under the name Jimi Hendrix, but this southern Oregon hybrid descends from Jack Herer, Headband, and Black Cherry Soda. Led by its sativa genetics, Jimi Hendrix delivers a cerebrally focused jolt of euphoric energy that helps feed creativity and focus in low doses. In a show of its diverse terpene profile, Jimi Hendrix has a complex aroma that spans flavors from earthy pine to sweet lemon and citrus.",16,0.000906618,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,0.000302206,0.000402941,0.000906618,0.000604412,0.000906618,,,0.000906618,,,0.000302206,,,0.000453309,0.000805883,,,,,,0.000679964,,,,0.000705148,,,0.000679964,,,0.000906618
1025,Jock Horror,1,0,0.4,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.114285714,0.196721311,,,,0.171428571,,0.950819672,1,0.114285714,0.857142857,,,,,0.981818182,,,1,0.524590164,,,0.196721311,,,,,0.090909091,0.090909091,0.550653595,hybrid,0.738095238,3.952380952,22,"Jock Horror is sativa-dominant hybrid parented by Northern Lights and two other strains of the Skunk and Haze families. These resinous buds offer a fresh, unique aroma with uplifting effects. Best produced indoors, growers can expect these tall plants to flower between 9 and 11 weeks.",17.25,0.000906618,,0.000906618,,,,,,,,,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000906618,0.000906618,0.000103614,0.000178351,,,,0.00015542,,0.000862031,0.000906618,0.000103614,0.000777101,,,,,0.000890134,,,0.000906618,0.000475603,,,0.000178351,,,,,8.24E-05,8.24E-05
1026,Johnny's Tonic,3,0,0.05,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0.871428571,0.821917808,,0.828571429,,0.328571429,,,1,0.232876712,,,,,0.232876712,,,,,,,,0.219178082,0.328571429,1,,,,,,,1,1,,sativa,0.923076923,4.692307692,11,Johnny's Tonic is a sativa-dominant California strain bred by Elemental Seeds. It took home a 2014 Cannabis Cup award for its high CBD content inherited from Cannatonic.,,,,0.00234192,,,,,,,,,,,0.00234192,,,,,,,,,,,,,,,,,,,,,,,,,0.00234192,,,,,,,,0.002040816,0.001924866,,0.001940448,,0.000769488,,,0.00234192,0.000545379,,,,,0.000545379,,,,,,,,0.000513298,0.000769488,0.00234192,,,,,,,0.00234192,0.00234192
1027,Joliet Jake,1,0,0.75,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.302452316,1,,,0.740077821,,,0.73307393,0.651226158,0.46614786,,,,,,,,,,,,,1,1,,0.53385214,,,0.389645777,0.532697548,0.473684211,0.444078947,,indica,0.934782609,4.739130435,23,Joliet Jake by Cresco Labs brings back-to-back Bubba Kush genetics together with potent results. The funky undertones of Pre-98 Bubba Kush are enriched by the floral aromas of Katsu Bubba's phenotype mother. Its generous trichome density and hues of purple foliage give the strain an appetizing appearance alongside pain mitigating effects that relax the mind and body without being excessively sedative. Enjoy this 90% indica later in the day to maximize this strain's deep physical relaxation.,,0.001666667,,0.001666667,,,,,,,,,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000504087,0.001666667,,,0.001233463,,,0.00122179,0.001085377,0.000776913,,,,,,,,,,,,,0.001666667,0.001666667,,0.000889754,,,0.00064941,0.000887829,0.000789474,0.000740132
1028,Jorge's Diamond,2,0,0.88,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275862069,0.448275862,0.724137931,0.551724138,0.448275862,,,,,,0.551724138,,,,,,0.724137931,1,0.551724138,,,,,,1,0.5,1,,indica,0.892857143,4.571428571,7,"Jorge's Diamond is an indica-dominant strain created by and named after Jorge Cervantes (aka George Van Patten). This strain emerged from Dutch Passion's  Research Gene Pool,  which contains over 25 years worth of esoteric cannabis genetics. Likely deriving from Afghani parentage, Jorge's Diamond produces plump, resinous buds that naturally fend off pests and mold while releasing an intoxicating aroma of honey and fresh raspberries. With about four weeks of vegetative time and 8-10 weeks to flower, Jorge's Diamond finishes in just over three months time, often offering a THC percentage upwards of 17%.",,0.001666667,,,,,0.001666667,,,,,,,,,,,,,,,,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00045977,0.000747126,0.001206897,0.00091954,0.000747126,,,,,,0.00091954,,,,,,0.001206897,0.001666667,0.00091954,,,,,,0.001666667,0.000833333,0.001666667
1029,Josh D OG,2,0,0.77,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.526315789,,,,0.904761905,,0.842105263,0.0625,,,0.857142857,,,,0.0625,,,1,1,,,0.921052632,,,0.904761905,0.904761905,0.125,1,,indica,0.75,4,13,"Josh D OG by Karma Genetics is a handcrafted OG hybrid with a lineage stretching back to Florida, 1991. Josh D and Matt  Bubba  Berger began developing these genetics in Orlando and helped define the OG culture we know today. This strain is a three deep cross of SFV OG x Triangle Kush x Hell's Angels OG and offers consumers relaxing effects with an amplified Kush flavor. This indica-dominant hybrid is euphoric and happy while still saddling consumers with potent mid-level sedation.",,0.001666667,,,,,,,,,,,,,0.001666667,,,,,,,,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,,0.000833333,,,,,0.000877193,,,,0.001507937,,0.001403509,0.000104167,,,0.001428571,,,,0.000104167,,,0.001666667,0.001666667,,,0.001535088,,,0.001507937,0.001507937,0.000208333,0.001666667
1030,Juicy Fruit,2,0,0.5,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,0.415247826,0.544311576,0.8752977,,,,1,,,0.273386034,,,,0.794516411,0.257122481,,,,,0.749576794,0.674897965,0.628579174,,1,,0.452447363,,,0.500761504,0.639433828,0.509803922,hybrid,0.78362069,4.134482759,596,"Also known as Fruity Juice, this cannabis strain was developed by Sensi Seeds. Crossed with pure Afghani indica and pure Thai sativa, Juicy Fruit is a large-leafed, thick-stemmed plant with colors of green and purple. Once broken up, colors of lavender, orange, and amber-purple float throughout the trichome heads and into the stems. Flowering time is approximately 7-9 weeks, with a THC level measuring about 15-20%. Smells are described as ranging from tangy and sweet, sort of like fruit punch and lemons, to a blend of pina colada and plums. The effects begin with a dizzy, light-headed feeling and can last up to 3 hours.",16,0.000906618,,,,,,,,,,,,,,,,,,,,,0.000906618,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,0.000906618,0.000376471,0.000493483,0.000793561,,,,0.000906618,,,0.000247857,,,,0.000720323,0.000233112,,,,,0.00067958,0.000611875,0.000569881,,0.000906618,,0.000410197,,,0.000454,0.000579722
1031,Juicy Jack,3,0,0.5,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72361809,0.776923077,,1,0.8,,,0.469273743,,,,,0.69273743,,0.557692308,0.376884422,,0.015075377,,0.742307692,0.726256983,,1,,,,,,0.452513966,0.72361809,1,0.803921569,hybrid,0.818181818,4.272727273,22,"Juicy Jack combines the tropical flavors of Juicy Fruit with the therapeutic attributes of Jack Herer. This hybrid is balanced between its indica and sativa heritage but its effects lean towards the creative, uplifting buzz associated with sativas. Juicy Jack creates a flavorful mouthful of sweet berry notes that mingle with a spiced, earthy musk to usher in a euphoric burst of heady effects.",25,,,0.000906618,,,,,,,,,,,0.000906618,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000656045,0.000704373,,0.000906618,0.000725295,,,0.000425452,,,,,0.000628048,,0.000505614,0.00034169,,1.37E-05,,0.00067299,0.000658438,,0.000906618,,,,,,0.000410257,0.000656045,0.000906618
